abonent =>  predplatiteľ
centrálny =>  medziľahlý
centrálny =>  prechodný
centrálny =>  prostredný
centrálny =>  stredný
centrum =>  ohnisko
centrum =>  prostriedok
centrum =>  semenisko
centrum =>  srdce
centrum =>  stred
ceremoniál =>  ceremónia
ceremoniál =>  obrad
ceremoniál =>  rituál
ceremoniál =>  slávnosť
ceremoniál =>  sviatok
ceremoniálny =>  formálny
ceremoniálny =>  obradný
ceremoniálny =>  slávnostný
ceremoniálny =>  sviatočný
ceremoniálny =>  škrobený
cervikálny =>  krčný
cestička =>  chodník
cestný valec =>  parný valec
cestovanie =>  putovanie
cestovať =>  letieť
cestovať =>  plaviť
cestovať =>  putovať
cestovať =>  ísť
cestovný doklad =>  pas
cestovný =>  kufríkový
cieľ =>  méta
cieľ =>  predsavzatie
cieľ =>  úmysel
cievka =>  navijak
cifra =>  číslica
cifra =>  číslo
cinkanie =>  rinčanie
cinknutie =>  zazvonenie
cinknutie =>  zvonenie
cirkevný =>  kňazský
cirkevný =>  náboženský
cirkus =>  manéž
cisárstvo =>  impérium
cisárstvo =>  ríša
citácia =>  citát
citlivosť =>  senzibilita
citlivosť =>  senzitivita
citlivosť =>  vnímavosť
avizovať =>  informovať
avizovať =>  inštruovať
avizovať =>  oboznámiť
avizovať =>  oznámiť
avizovať =>  poučiť
avizovať =>  povedať
avizovať =>  predniesť
avizovať =>  prezradiť
civieť =>  uprene hľadieť
civieť =>  zízať
civieť =>  čumieť
civilný =>  občiansky
clo =>  colná tarifa
clo =>  daň
clo =>  poplatok
clona =>  zástena
cloniť =>  haliť
ctihodný =>  dôstojný
ctihodný =>  kráľovský
ctihodný =>  velebný
ctiteľ =>  obdivovateľ
cucať =>  cumľať
cucať =>  piť
cucať =>  sať
cudzokrajný =>  cudzí
cudzokrajný =>  exotický
cudzokrajný =>  mimozemský
cudzokrajný =>  neznámy
cudzina =>  zahraničie
cudzinec =>  cudzí štátny príslušník
cudzopasiť =>  parazitovať
cudzopasník =>  parazit
cudzopasník =>  príživník
driapať =>  kmásať
driapať =>  mykať
driapať =>  trhať
driapať =>  vytrhávať
driapať =>  šklbať
myknúť =>  trhnúť
myknúť =>  vytrhnúť
myknúť =>  šklbnúť
cupitanie =>  cupot
cupitať =>  hopkať
cvakať =>  drkotať
cvaknúť =>  preštiknúť
cval =>  trysk
cvičiť =>  precvičovať
cvičiť =>  trénovať
cvrlikať =>  džavotať
cvrlikať =>  trilkovať
cvrlikať =>  čvirikať
cvrlikať =>  štebotať
cvrlikať =>  švitoriť
cyklický =>  kruhový
kšeftovať =>  obchodovať
kšeftovať =>  čachrovať
klobúk =>  čapica
klobúk =>  čiapka
bosorka =>  čarodejnica
Ilúzia =>  kúzelníctvo
Ilúzia =>  mágia
Ilúzia =>  čarodejníctvo
kúzliť =>  čarovať
kúzelný =>  magický
kúzelný =>  podivuhodný
kúzelný =>  rozprávkový
kúzelný =>  zázračný
kúzelný =>  čarovný
ohýbanie slov =>  skloňovanie
ohýbanie slov =>  časovanie
skloňovanie =>  časovanie
skloňovať =>  časovať
hroziaci =>  nadchádzajúci
hroziaci =>  najbližší
hroziaci =>  nastávajúci
hroziaci =>  časovo blízky
partikula =>  častica
fluktuovať =>  často striedať zamestnanie
misa =>  pohár
misa =>  čaša
paholok =>  čeľadník
popredný =>  prominentný
popredný =>  slávny
popredný =>  význačný
popredný =>  čelný
spodná čeľusť =>  čeľustná kosť
spodná čeľusť =>  čeľusť
ostrie =>  ostrie noža
ostrie =>  ostrá hrana
ostrie =>  čepeľ
vlniť =>  vlniť sa
vlniť =>  čeriť
vlniť =>  čeriť sa
neger =>  černoch
pumpa =>  čerpadlo
zmok =>  čertík
zmok =>  škriatok
mizerný =>  prekliaty
mizerný =>  zatratený
mizerný =>  čertovský
sčervenať =>  červenať sa
ohnivočervený =>  ryšavý
ohnivočervený =>  červenovlasý
fakticky =>  namojdušu
fakticky =>  naozaj
fakticky =>  skutočne
fakticky =>  veru
fakticky =>  vskutku
fakticky =>  vážne
fakticky =>  čestné slovo
pocta =>  vyznamenanie
pocta =>  česť
čiarkový =>  čiarový
obnos =>  suma
obnos =>  súčet
obnos =>  čiastka
individuálny =>  jednotlivý
individuálny =>  parciálny
individuálny =>  čiastkový
individuálny =>  čiastočný
kúsok =>  sústo
kúsok =>  trocha
kúsok =>  troška
kúsok =>  útržok
kúsok =>  čiastočka
kúsok =>  štipka
faktor =>  okolnosť
faktor =>  činiteľ
makať =>  pracovať
makať =>  robiť
makať =>  spôsobiť
usilovne pracovať =>  činiť sa
jednanie =>  počin
jednanie =>  skutok
jednanie =>  čin
tvorivý =>  činorodý
nájomný dom =>  panelák
nájomný dom =>  činžiak
nefalšovanosť =>  nepoškvrnenosť
nefalšovanosť =>  pravosť
nefalšovanosť =>  priezračnosť
nefalšovanosť =>  rýdzosť
nefalšovanosť =>  čistota
nefalšovanosť =>  čírosť
jasný =>  priehľadný
jasný =>  priesvitný
jasný =>  priezračný
jasný =>  tenunký
jasný =>  transparentný
jasný =>  číry
numerický =>  číselný
očíslovať =>  číslovať
čistá mzda =>  čistý príjem
rafinovať =>  umyť
rafinovať =>  zmyť
rafinovať =>  čistiť
esej =>  pojednanie
esej =>  prednáška
esej =>  stať
esej =>  článok
esej =>  štúdia
segmentácia =>  členenie
segmentácia =>  členitosť
stúpať =>  týčiť sa
stúpať =>  vypínať sa
stúpať =>  zdvíhať sa
stúpať =>  čnieť
trieska =>  úlomok
trieska =>  črepina
očuchať =>  privoňať
očuchať =>  privoňať si
očuchať =>  pričuchnúť
očuchať =>  pričuchnúť si
očuchať =>  čuchať
veselo =>  zvesela
veselo =>  čulo
veselo =>  živo
rypák =>  čumák
rypák =>  ňufák
vzdialene =>  ďaleko
odľahlý =>  vzdialený
odľahlý =>  zapadnutý
odľahlý =>  zastrčený
odľahlý =>  ďaleký
dáma =>  pani
dáma =>  seňora
dáma =>  žena
dámska toaleta =>  dámsky záchod
daný =>  doterajší
daný =>  eventuálny
daný =>  existujúci
daný =>  možný
daný =>  prijateľný
darebácky =>  nezbedný
darebácky =>  uličnícky
darebácky =>  šibalský
darebáctvo =>  neplecha
darebáctvo =>  nezbednosť
darebáctvo =>  ničomnosť
darebáctvo =>  čertovina
darebák =>  gauner
darebák =>  lotor
darebák =>  lump
darebák =>  ničomník
darebák =>  podliak
darebák =>  zlosyn
dariť sa =>  excelovať
dariť sa =>  mať sa
dariť sa =>  mať úspech
dariť sa =>  vynikať
dariť sa =>  ísť
dariť sa =>  žiariť
darmošľap =>  flákač
darmošľap =>  leňoch
darmošľap =>  pecivál
darmošľap =>  pocestný
darmošľap =>  povaľač
darmošľap =>  pútnik
darmošľap =>  tulák
darmošľap =>  vagabund
darmošľap =>  vandrák
darmošľap =>  zaháľač
dať =>  dedikovať
dať =>  poskytnúť
dať =>  udeliť
dať =>  venovať
dať =>  zveriť
dať bokom =>  vyčleniť
dať do poriadku =>  upraviť
dať do poriadku =>  usporiadať
dať do poriadku =>  utriediť
dať do poriadku =>  zariadiť
dať do poriadku =>  zarovnať
dať do zástavy =>  ručiť
dať do zástavy =>  zaručiť sa
dať do zástavy =>  zastaviť
dať do zástavy =>  zaťažiť hypotékou
dať najavo =>  doložiť
dať najavo =>  odhaliť
dať najavo =>  odkryť
dať najavo =>  predložiť
dať najavo =>  predniesť
dať najavo =>  prejaviť
dať najavo =>  udať
dať najavo =>  ukázať
dať oprávnenie =>  kvalifikovať
datovať sa =>  pochádzať
dať padáka =>  prepustiť
dať padáka =>  vyhodiť
dať padáka =>  vyraziť
dať prezývku =>  prezývať
dať sa do poriadku =>  upraviť sa
dať sa =>  pustiť sa
dať sa =>  vrhnúť sa
dať sa =>  započať
dať sa =>  začať
dať sľub =>  prisahať
dať sľub =>  prisľúbiť
dať sľub =>  sľúbiť
dať späť =>  vrátiť
dať znamenie =>  pokynúť
dávať =>  poskytovať
dav =>  horda
dav =>  húf
dav =>  množstvo
dav =>  stádo
dav =>  zástup
dáviť =>  vracať
dáviť =>  vyvrhnúť
dáviť =>  zvracať
dávkovať =>  namerať
dávkovať =>  odmerať
dávno minulý =>  dávny
dávno minulý =>  pôvodný
dávno minulý =>  starobylý
dávno minulý =>  starodávny
dávno minulý =>  starý
dávno minulý =>  vzdialený
dážďovka =>  larva
dážďovka =>  červík
dážď =>  potopa
dážď =>  povodeň
dážď =>  príval
dážď =>  zaplavenie
dážď =>  záplava
dbať =>  postarať sa
dbať =>  starať sa
dbať =>  zaujímať sa
porada =>  schôdza
porada =>  zasadanie
porada =>  zhromaždenie
debatovať =>  diskutovať
debetné účty =>  dlžnícke účty
decentný =>  striedmy
decko =>  dieťa
dedičný =>  prirodzený
dedičný =>  rodený
dedičný =>  vrodený
dedičný =>  zdedený
dedičstvo =>  odkaz
dedičstvo =>  pozostatok
dedičstvo =>  prežitok
dedina =>  vieska
dedinský =>  malomestský
dedinský =>  provinčný
dedinský =>  zaostalý
dedinský =>  zastaraný
dedo =>  patriarcha
dedo =>  praotec
dedo =>  predchodca
dedo =>  predok
dedo =>  starec
dedo =>  starček
dedo =>  staršina
dedukovať =>  odvodiť
dedukovať =>  usudzovať
dedukovať =>  vyvodiť
de facto =>  v skutočnosti
de facto =>  vlastne
chyba =>  defekt
chyba =>  havária
chyba =>  porucha
chyba =>  poškodenie
chyba =>  závada
definovanie =>  definícia
definovanie =>  formulácia
definovanie =>  obmedzenie
definovanie =>  podanie
definovanie =>  predloženie
definovanie =>  verzia
definovanie =>  vymedzenie
definovanie =>  znenie
definitívny =>  koncový
definitívny =>  konečný
definitívny =>  posledný
definitívny =>  výsledný
formulovať =>  povedať
formulovať =>  spísať
formulovať =>  vyjadriť
formulovať =>  vystihnúť
formulovať =>  štylizovať
deformita =>  deformácia
deformita =>  znetvorenie
deformovaný =>  znetvorený
defraudácia =>  odcudzenie
defraudácia =>  sprenevera
defraudovať =>  oklamať
defraudovať =>  ošudiť
defraudovať =>  podviesť
defraudovať =>  spreneveriť
degradácia =>  zosadenie
dejepisec =>  historik
dejiny =>  história
dejiny =>  minulosť
dekadencia =>  úpadok
deklamačný =>  prednesový
deklamačný =>  rečnícky
deklarácia =>  manifest
deklarácia =>  prehlásenie
deklarácia =>  prejav
deklarácia =>  proklamácia
deklarácia =>  tvrdenie
deklarácia =>  vyjadrenie
deklarácia =>  výrok
dekontaminovať =>  odmoriť
dekorácia =>  kulisa
dekorácia =>  okrasa
dekorácia =>  ornament
dekorácia =>  ozdoba
dekorácia =>  ozdoby
dekorácia =>  prikrášlenie
dekorácia =>  výzdoba
dekrét =>  edikt
dekrét =>  nariadenie
dekrét =>  rozhodnutie
delegát =>  hovorca
delegát =>  námestník
delegát =>  zástupca
delegovať =>  vyslať ako zástupcu
deliť =>  oddeľovať
deliť =>  rozdeľovať
deliť sa =>  rozdeľovať sa
demaskovať =>  obnažiť
demaskovať =>  odhaliť
demaskovať =>  odkryť
demaskovať =>  odokryť
demaskovať =>  ukázať
dementi =>  odvolanie
dementi =>  zrieknutie sa
dementovať =>  poprieť
dementovať =>  zaprieť
demisia =>  odstúpenie
demisia =>  rezignácia
demolovať =>  zbúrať
demolovať =>  zdemolovať
demolovať =>  zrúcať
Lucifer =>  Satan
Lucifer =>  diabol
Lucifer =>  démon
Lucifer =>  zlý duch
Lucifer =>  čert
démonicky zvodná žena =>  vamp
denná dávka =>  prídel
denník =>  diár
denník =>  notes
denník =>  zápisník
denný =>  každodenný
dentista =>  zubný lekár
dentista =>  zubár
denudácia =>  obnažovanie nezvetraných hornín
denunciant =>  udavač
denunciant =>  špiceľ
depilačný krém =>  depilačný prostriedok
depozitár =>  sklad
depozitár =>  skladisko
depozitár =>  zdroj
depozitár =>  zásobáreň
depozitár =>  úschovňa
deprimovať =>  sklamať
deprimovať =>  skľúčiť
deprimovať =>  stiesniť
deprimovať =>  zarmútiť
deravý =>  prederavený
deravý =>  presakujúci
derivácia =>  derivát
derivácia =>  odvodenina
obava =>  zdesenie
obava =>  údes
obava =>  úľak
obava =>  úžas
obava =>  ľaknutie
obava =>  šok
desiť =>  strašiť
despota =>  tyran
despotizmus =>  tyrania
destilát =>  liehovina
destilát =>  tvrdý alkohol
dešifrovať =>  rozšifrovať
dešpekt =>  opovrhnutie
dešpekt =>  podceňovanie
dešpekt =>  pohŕdanie
determinujúci =>  vymedzujúci
hlúpy =>  nechápavý
hlúpy =>  nemúdry
hlúpy =>  nerozumný
hlúpy =>  sprostý
hlúpy =>  tupý
detonácia =>  erupcia
detonácia =>  explózia
detonácia =>  salva
detonácia =>  výbuch
detonovať =>  explodovať
detonovať =>  vybuchnúť
dezertér =>  zbeh
dezertovať =>  prebehnúť
dezertovať =>  zbehnúť
dezert =>  zákusok
diabolsky =>  pekelne
diabolský =>  démonický
diabolský =>  pekelný
diadém =>  ozdoba vo vlasoch
diadém =>  čelenka
diagonála =>  uhlopriečka
diagonálne =>  uhlopriečne
diagonálne =>  šikmo
dialekt =>  nárečie
dielňa =>  prevádzkareň
dielo =>  plod
dielo =>  produkt
dielo =>  práca
dielo =>  ručná práca
dielo =>  výplod
dielo =>  výrobok
dielo =>  výsledok
dielo =>  výtvor
dierkovaný =>  okienkový
dierkovaný =>  perforovaný
batoľa =>  bábo
batoľa =>  bábätko
batoľa =>  dieťatko
batoľa =>  nemluvňa
diferencovanosť =>  odstupňovanosť
diferencovanosť =>  rozdiel
diferencovať =>  odlíšiť
diktatúra =>  diktátorstvo
diktovať =>  predpisovať
diktovať =>  prikazovať
dilema =>  ťažké rozhodovanie
dimenzia =>  kaliber
dimenzia =>  miera
dimenzia =>  objem
dimenzia =>  rozloha
dimenzia =>  rozmer
dimenzia =>  rozsah
dimenzia =>  stupeň
dimenzia =>  veľkosť
diplomatický =>  obozretný
diplomatický =>  opatrný
diplomatický =>  ostražitý
diplomatický =>  predvídavý
diplomatický =>  prezieravý
diplomatický =>  rozumný
diplomatický =>  taktický
diplomatický =>  umiernený
direktíva =>  inštrukcia
direktíva =>  nariadenie
direktíva =>  poučenie
direktíva =>  predpis
direktíva =>  príručka
direktíva =>  smernica
disharmónia =>  disonancia
disharmónia =>  nesúlad
diskant =>  soprán
disk =>  miska
disk =>  podnos
disk =>  tanier
disk =>  tácka
diskrétnosť =>  dôvernosť
diskrétnosť =>  mlčanlivosť
diskrétnosť =>  utajenie
diskrétny =>  mlčanlivý
diskrétny =>  ohľaduplný
diskrétny =>  pozorný
diskrétny =>  taktný
diskutabilný =>  neistý
diskutabilný =>  nerozhodný
diskutabilný =>  nezaručený
diskutabilný =>  pochybný
diskutabilný =>  problematický
diskutabilný =>  rozpačitý
diskutabilný =>  sporný
disperzia =>  rozptyl
disperzia =>  rozptýlenie
displej =>  zobrazovacia jednotka
distingvovaný =>  elegantný
distingvovaný =>  hladký
distingvovaný =>  jemný
distingvovaný =>  uhladený
distingvovaný =>  ulízaný
distingvovaný =>  vyhladený
distingvovaný =>  zdvorilý
distribútor =>  veľkoobchodník
dištanc =>  izolovanosť
dištanc =>  odmeranosť
dištanc =>  odstup
diváci =>  obecenstvo
diváci =>  plénum
diváci =>  poslucháči
diváci =>  publikum
divadelný =>  dramatický
diván =>  gauč
diván =>  kanape
diván =>  leňoška
diván =>  otoman
diván =>  pohovka
dívať sa =>  prezerať si
diviť sa =>  žasnúť
divný človek =>  patrón
divný človek =>  výstredný človek
divný človek =>  zvláštny človek
divný človek =>  čudák
divočina =>  pustatina
divočina =>  púšť
divoko =>  prudko
divoška =>  uličnica
div =>  podiv
div =>  podivenie
div =>  počudovanie
div =>  prekvapenie
div =>  začudovanie
div =>  údiv
div =>  úžas
dlažobná kocka =>  mačacia hlava
dlhopis =>  dlžný úpis
dlhopis =>  obligácia
dlhy =>  pasíva
dĺžka =>  trvanie
aktuálny =>  moderný
aktuálny =>  módny
aktuálny =>  súdobý
aktuálny =>  súčasný
dnešok =>  prítomnosť
dnešok =>  súčasnosť
dni =>  doba
dni =>  obdobie
dni =>  vek
dni =>  úsek
dni =>  čas
dni =>  časy
doba rozkvetu =>  konjunktúra
doba rozkvetu =>  rozkvet
doba rozkvetu =>  rozmach
doba rozkvetu =>  rozpuk
doba rozkvetu =>  rozvoj
dobehnúť =>  dohoniť
dobový =>  štýlový
dobromyseľný =>  dobrosrdečný
dobromyseľný =>  dobrácky
dobromyseľný =>  láskavý
dobromyseľný =>  prostoduchý
dobromyseľný =>  úprimný
dobročinný =>  humánny
dobročinný =>  ľudský
dobrosrdečne =>  láskavo
dobrosrdečne =>  vľúdne
dobrota =>  lahôdka
dobrota =>  láskavosť
dobrota =>  milota
dobrota =>  vľúdnosť
dobrovoľný =>  fakultatívny
dobrovoľný =>  nepovinný
dobrovoľný =>  voliteľný
dobudovať =>  dostavať
dobytok =>  lichva
dobytok =>  statok
dobytok =>  živý inventár
dobyť =>  podmaniť
dobyť =>  podrobiť
dobyť =>  ukoristiť
dobývať =>  dolovať
dobývať =>  rúbať
dobývať =>  vydolovať
dobývať =>  vymámiť
dobývať =>  vytiahnuť
dobývať =>  zužitkovať
dobývať =>  ťažiť
dobyvateľ =>  premožiteľ
dobyvateľ =>  víťaz
docieliť =>  dosiahnuť
docieliť =>  dostať
docieliť =>  získať
dočasný =>  predbežný
dočasný =>  provizórny
dočasný =>  prípravný
dodatok =>  doplnok
dodatok =>  dôvetok
dodatok =>  poznámka na konci
dodatok =>  príloha
dodávanie =>  obstarávanie
dodávateľ =>  zmluvná strana
dodržovať =>  zachovávať
dodržujúci =>  zachovávajúci
dohad =>  domnienka
dohad =>  hypotéza
dohad =>  odhad
dohad =>  predpoklad
dohad =>  premisa
dohadovanie =>  handrkovanie
dohliadať =>  dozerať
dohliadať =>  kontrolovať
dohliadať =>  monitorovať
dohliadať =>  sledovať
dohnať =>  donútiť
dohnať =>  nabádať
dohnať =>  nútiť
dohnať =>  prinútiť
